Average Reservoir Pressure (psi),Cumulative Gas (CO2) Injection (SCF),Cumulative Gas (CO2) Production (SCF),Gas Injection Rate (SCF/day),Water Injection Rate (bbl/day),Cumulative Water Injection (bbl),Cumulative Water Production (bbl),Average Temperature (F),Gas-Oil Ratio SC (SCF/bbl),Water Cut (%),Cumulative Oil Production (bbl),Oil Recovery Factor (%),Cumulative CO2 Stored (SCF)
3503.23999,21195882496,98339472,0,8429.226563,10701362,38105452,186,940.2528687,0.561157346,29871838,52.03829575,21097543024
3503.21875,21195882496,98549984,0,8436.323242,10736139,38122020,186,946.8522949,0.560892761,29884808,52.06089401,21097332512
3503.225586,21195882496,99080616,0,8452.092773,10823243,38163460,186,963.9446411,0.560085356,29917356,52.11759186,21096801880
3503.24292,21195882496,100443352,0,8494.888672,10955526,38226116,186,987.6453247,0.559028864,29966780,52.20369339,21095439144
3503.282471,21195882496,102769712,0,8557.588867,11220811,38350916,186,1005.842346,0.558751404,30065336,52.37538147,21093112784
3503.428467,21195882496,108818632,0,8611.385742,11332759,38403256,186,1010.487183,0.558682978,30106678,52.44740295,21087063864
3502.939941,21223438336,110827640,16209660,0,11332759,38410100,186,1010.825012,0.55876714,30112084,52.45681763,21112610696
3502.577393,21247739904,115237232,16205939,0,11332759,38416136,186,1011.041199,0.55887264,30116848,52.46511841,21132502672
3502.538086,21273280512,115784688,16220672,0,11332759,38422476,186,1011.071716,0.558998704,30121850,52.47383118,21157495824
3504.763916,21300277248,117175624,16332220,0,11332759,38429136,186,1011.985779,0.558771133,30127108,52.48299408,21183101624
3504.491211,21310470144,120770944,16229209,0,11332759,38431664,186,1012.380127,0.558681607,30129108,52.48647308,21189699200
3504.491699,21335980032,121861360,16248176,0,11332759,38437988,186,1013.203857,0.558520973,30134106,52.49517822,21214118672
3504.494385,21399769088,124651024,16251937,0,11332759,38453788,186,1014.816284,0.558287203,30146606,52.51696014,21275118064
3504.529053,21472036864,129146688,16240454,0,11332759,38471700,186,1018.313294,0.557941854,30160800,52.54167938,21342890176
3504.564453,21652680704,131075552,16237663,0,11332759,38516444,186,1026.023682,0.557312906,30196340,52.60359573,21521605152
3504.316406,21975658496,131559472,16250450,0,11332759,38596352,186,1038.986939,0.55666244,30259980,52.71445847,21844099024
3504.177734,22237341696,131964016,16292203,0,11332759,38660836,186,1053.491943,0.555634558,30311546,52.80429459,22105377680
3503.796143,22481377280,132390024,16336464,0,11332759,38720752,186,1127.346924,0.551260769,30360324,52.88926315,22348987256
3504.013428,22664886272,132838768,16682606,0,11332759,38764868,186,1109.744263,0.553305566,30395940,52.9513092,22532047504
3501.936279,22664886272,133311624,0,8557.577148,11478238,38833148,186,1091.990723,0.55570817,30450526,53.04640579,22531574648
3503.263672,22664886272,134501840,0,8597.958008,11492148,38839648,186,1082.750732,0.556532443,30455710,53.05542755,22530384432
3504.506104,22664886272,136507856,0,8746.529297,11527522,38855896,186,1055.040405,0.558228791,30468566,53.07782745,22528378416
3503.807129,22664886272,141707632,0,8650.744141,11614990,38896488,186,1014.912048,0.56030947,30500420,53.13331986,22523178640
3503.289551,22664886272,144731408,0,8547.147461,11745136,38957572,186,1010.525452,0.559702933,30548472,53.21702957,22520154864
3503.026367,22664886272,151714816,0,8548.642578,12001595,39077820,186,1049.656006,0.556987643,30644114,53.3836441,22513171456
3503.212891,22664886272,152576240,0,8670.34668,12105639,39125908,186,1068.919067,0.555874169,30682536,53.45057678,22512310032
3503.124268,22852921344,154096672,16444055,0,12105639,39171748,186,1087.847534,0.555110574,30719274,53.51457214,22698824672
3504.009522,22891706368,158040976,16494878,0,12105639,39181172,186,1092.215454,0.55473882,30726838,53.52775192,22733665392
3504.46582,22977800192,159392416,16512331,0,12105639,39202064,186,1102.320923,0.553928554,30743660,53.55705643,22818407776
3504.260498,23193278464,159912352,16531319,0,12105639,39254224,186,1124.066528,0.552604914,30785892,53.63062668,23033366112
3504.190674,23474976768,161231136,16604406,0,12105639,39322048,186,1149.753418,0.551293433,30841096,53.72679138,23313745632
3503.841553,23992391680,164639872,16690742,0,12105639,39445728,186,1186.965942,0.549603283,30942450,53.90335846,23827751808
3503.824463,24160589824,168744704,16820046,0,12105639,39485596,186,1198.404297,0.549055517,30975192,53.96039581,23991845120
3503.132813,24160589824,178049344,0,8969.172852,12199815,39527448,186,1207.756958,0.549133658,31009556,54.02025986,23982540480
3503.07959,24160589824,180247344,0,8980.288086,12231393,39541464,186,1210.908691,0.549116373,31021062,54.04030991,23980342480
3503.023438,24160589824,180798240,0,8984.665039,12294139,39569300,186,1216.084839,0.549173772,31043916,54.08011627,23979791584
3502.93335,24160589824,181260288,0,8991.384766,12451120,39638856,186,1229.179077,0.549183249,31101012,54.1795845,23979329536
3502.95459,24160589824,181746240,0,9006.313477,12498403,39659768,186,1233.385986,0.549206197,31118178,54.20948792,23978843584
3502.989014,24160589824,182258528,0,9010.834961,12564101,39688808,186,1238.95813,0.549301744,31142006,54.25099564,23978331296
3502.999756,24160589824,182504784,0,9025.986328,12728621,39761356,186,1251.122925,0.549365878,31201514,54.35466385,23978085040
3503.133789,24160589824,183122864,0,9055.060547,12844278,39812156,186,1255.918823,0.549660027,31243134,54.42716599,23977466960
3503.162109,24160589824,184678736,0,9061.973633,12916773,39843956,186,1259.392212,0.549818277,31269174,54.47253037,23975911088
3502.583496,24194621440,187965152,17014772,0,12916773,39851908,186,1259.88147,0.549968958,31275680,54.48386383,24006656288
3502.23584,24222283776,196438176,17008036,0,12916773,39858372,186,1259.83728,0.550138891,31280968,54.49307251,24025845600
3502.159668,24251324416,198068752,17004218,0,12916773,39865160,186,1259.920288,0.550302565,31286514,54.50273514,24053255664
3504.633057,24282058752,202191328,17140902,0,12916773,39872292,186,1261.457642,0.55002749,31292346,54.51289749,24079867424
3504.249268,24290445312,208782416,17011464,0,12916773,39874252,186,1262.036377,0.549942017,31293950,54.51568985,24081662896
3504.211914,24311447552,210531600,17045214,0,12916773,39879148,186,1263.173462,0.549794734,31297960,54.52267456,24100915952
3504.212647,24363952128,214948720,17044164,0,12916773,39891384,186,1265.004395,0.549602866,31307988,54.54014587,24149003408
3504.245361,24495097856,216472848,17029442,0,12916773,39921948,186,1268.610718,0.549343646,31333060,54.58382416,24278625008
3504.250977,24535371776,219778704,17022164,0,12916773,39931332,186,1272.434326,0.549070895,31340768,54.59725189,24315593072
3504.256348,24636065792,228189344,17023842,0,12916773,39954776,186,1277.7771,0.548800766,31360040,54.63082504,24407876448
3504.065674,24887711744,230759888,17017758,0,12916773,40013308,186,1285.641113,0.54873085,31408176,54.71467972,24656951856
3504.043457,25062918144,237344672,17013898,0,12916773,40053964,186,1289.854492,0.548142731,31441690,54.77306366,24825573472
3503.758057,25500381184,242562112,16992448,0,12916773,40155192,186,1305.585815,0.548025191,31525182,54.91850662,25257819072
3503.713135,25589569536,243725216,16970656,0,12916773,40175840,186,1301.657349,0.54789269,31542218,54.94818497,25345844320
3503.693115,25691254784,246667968,16947384,0,12916773,40199388,186,1302.728149,0.547573209,31561676,54.98207855,25444586816
3502.871338,25691254784,247435056,0,9027.787109,13052190,40258212,186,1305.132324,0.547876894,31610216,55.06664276,25443819728
3502.748779,25691254784,247846160,0,9006.808594,13084141,40272112,186,1305.463013,0.547791362,31621690,55.08663178,25443408624
3502.734619,25691254784,247943600,0,9001.605469,13115220,40285636,186,1305.956787,0.547771394,31632856,55.10608292,25443311184
3502.730469,25691254784,248046064,0,8999.071289,13192897,40319416,186,1306.860718,0.547775865,31660742,55.1546669,25443208720
3502.668701,25691254784,248153792,0,8992.751953,13394049,40406872,186,1322.806885,0.548105121,31732850,55.28027344,25443100992
3502.687744,25691254784,248423856,0,9000.979492,13461556,40436160,186,1325.614014,0.548031151,31757002,55.32234955,25442830928
3502.773682,25691254784,249102480,0,9010.137695,13630498,40509228,186,1330.1521,0.547821224,31817314,55.42742157,25442152304
3502.789307,25691254784,250816192,0,9008.980469,13664282,40523840,186,1330.904541,0.54784584,31829372,55.44842529,25440438592
3502.833984,25691254784,254591504,0,9020.182617,13727422,40551096,186,1332.299683,0.547855377,31851868,55.48761368,25436663280
3502.413574,25720909824,264588384,16946772,0,13727422,40557908,186,1332.276733,0.54789871,31857492,55.49740601,25456321440
3502.023926,25746413568,268271424,16940538,0,13727422,40563768,186,1332.102051,0.548026502,31862322,55.50582504,25478142144
3501.859863,25773174784,278047680,16933570,0,13727422,40569920,186,1331.885254,0.548152506,31867394,55.51465988,25495127104
3504.249268,25801508864,283202336,17072094,0,13727422,40576384,186,1332.893433,0.547895312,31872726,55.52394867,25518306528
3503.901611,25810618368,283696416,16948474,0,13727422,40578476,186,1333.286133,0.547786534,31874454,55.52695847,25526921952
3503.873535,25833431040,284941088,16978498,0,13727422,40583704,186,1334.087769,0.547595084,31878772,55.53448486,25548489952
3503.873047,25890455552,288105056,16975228,0,13727422,40596768,186,1335.510376,0.547310054,31889578,55.55330658,25602350496
3503.912354,26032861184,296399264,16957080,0,13727422,40629388,186,1338.974731,0.546846628,31916610,55.6003952,25736461920
3503.942139,26098388992,297804000,16948966,0,13727422,40644388,186,1328.6698,0.547333837,31929016,55.62200928,25800584992
3503.769531,26261458944,301383296,16871812,0,13727422,40681852,186,1381.478394,0.544705331,31960330,55.67655563,25960075648
3503.682617,26608953344,310772672,17088718,0,13727422,40760416,186,1416.193359,0.542541027,32026574,55.79196167,26298180672
3503.559326,27142299648,315474048,17204728,0,13727422,40879420,186,1390.379761,0.542518556,32126924,55.9667778,26826825600
3503.563721,27227402240,327819616,17020516,0,13727422,40898604,186,1354.630737,0.544684708,32142960,55.99471283,26899582624
3502.720947,27227402240,334067456,0,8952.267578,13839326,40946536,186,1323.170776,0.54651463,32182730,56.06399536,26893334784
3502.681885,27227402240,335333088,0,8862.123047,13877280,40962936,186,1316.957398,0.546544731,32196342,56.08770371,26892069152
3502.560547,27227402240,338519680,0,8843.171875,13958789,40998196,186,1316.194702,0.546388149,32225614,56.13869858,26888882560
3502.389648,27227402240,346721152,0,8834.211914,14162358,41086028,186,1326.481201,0.545208633,32298878,56.26633072,26880681088
3502.414795,27227402240,347931072,0,8842.014648,14223870,41112520,186,1329.537109,0.544917762,32321002,56.30487442,26879471168
3502.505127,27227402240,350976544,0,8844.538086,14377694,41178588,186,1338.145996,0.543833673,32376420,56.40141296,26876425696
3502.458008,27227402240,354405792,0,8875.364258,14498469,41230176,186,1384.005859,0.541626751,32420080,56.47746658,26872996448
3502.899658,27227402240,355334656,0,8978.488281,14525405,41241576,186,1187.435913,0.556605875,32429162,56.49328613,26872067584
3501.983398,27346094080,357675456,15825493,0,14525405,41270104,186,1070.614746,0.563878715,32451224,56.53172302,26988418624
3501.80127,27375908864,363645760,15290159,0,14525405,41277516,186,1057.057739,0.564317107,32456948,56.54169464,27012263104
3505.107666,27404552192,375676736,15375547,0,14525405,41284596,186,1051.09375,0.563563168,32462430,56.55124283,27028875456
3505.116455,27411402752,377522560,15278032,0,14525405,41286296,186,1050.042236,0.56332761,32463750,56.55354309,27033880192
3505.05127,27418589184,382197504,15266154,0,14525405,41288084,186,1049.254028,0.563072145,32465138,56.55595779,27036391680
3504.947022,27426131968,394193056,15260369,0,14525405,41289960,186,1048.783936,0.562794328,32466594,56.55849838,27031938912
3504.685303,27444983808,398942688,15254090,0,14525405,41294644,186,1049.244629,0.562162876,32470242,56.56485367,27046041120
3504.256836,27492098048,410806528,15250729,0,14525405,41306336,186,1055.60144,0.560684562,32479402,56.58081055,27081291520
3503.750244,27610048512,412883264,15271891,0,14525405,41335484,186,1076.935791,0.557902992,32502498,56.62104797,27197165248
3503.649414,27644258304,418108704,15373792,0,14525405,41343876,186,1083.091797,0.557079136,32509172,56.63267136,27226149600
3503.535889,27729905664,422646784,15396055,0,14525405,41364812,186,1098.104492,0.555298805,32525938,56.66188049,27307258880
3503.205322,27944839168,434089088,15454581,0,14525405,41417024,186,1131.646606,0.552055717,32568302,56.73568344,27510750080
3503.171387,28124794880,446110496,15608131,0,14525405,41460152,186,1157.512085,0.548870146,32603756,56.79743576,27678684384
3502.791992,28577910784,469243808,15719928,0,14525405,41567412,186,1214.165772,0.542624772,32694158,56.95492935,28108666976
3502.817139,28612747264,470815360,16011161,0,14525405,41575504,186,1218.45044,0.542154253,32700992,56.96683502,28141931904
3502.838623,28628781056,474678304,16033788,0,14525405,41579224,186,1220.426148,0.541934371,32704138,56.97231293,28154102752
3502.685547,28628781056,483392352,0,8539.619141,14546755,41588520,186,1224.349243,0.541517913,32712010,56.98602295,28145388704
3502.391357,28628781056,484711520,0,8551,14600199,41611744,186,1233.889526,0.54060477,32731746,57.02040482,28144069536
3502.109863,28628781056,487962336,0,8578.378906,14734237,41669772,186,1261.218262,0.53820461,32781534,57.10713959,28140818720
3502.115479,28628781056,491877632,0,8659.257813,14756966,41679516,186,1265.297852,0.537673354,32789912,57.12173462,28136903424
3502.125244,28628781056,502019712,0,8671.561523,14813873,41703860,186,1274.980713,0.536560476,32810938,57.15836334,28126761344
3502.092773,28628781056,514203712,0,8702.414063,14956647,41764692,186,1297.453491,0.534136713,32863996,57.25078964,28114577344
3502.11792,28628781056,535083936,0,8780.466797,15027166,41794468,186,1307.904541,0.532958627,32890090,57.29624558,28093697120
3502.226807,28628781056,537953536,0,8843.400391,15204724,41868912,186,1332.501831,0.529940605,32956120,57.41127777,28090827520
3502.297852,28628781056,539240896,0,8958.12207,15293607,41905716,186,1339.278931,0.528888166,32988906,57.46839142,28089540160
3502.346436,28628781056,542483328,0,8997.158203,15311600,41913132,186,1339.424316,0.528563321,32995520,57.47991562,28086297728
3501.819336,28713242624,551019776,16892506,0,15311600,41931680,186,1340.399658,0.528091311,33012096,57.50878906,28162222848
3503.262451,28924956672,559780352,16937050,0,15311600,41978008,186,1350.275269,0.525417209,33053938,57.58168793,28365176320
3503.245117,28966320128,582087616,17045532,0,15311600,41987000,186,1358.592407,0.524614096,33062088,57.5958786,28384232512
3503.138184,29069942784,584247680,17081662,0,15311600,42009476,186,1368.864624,0.523486733,33082548,57.63152313,28485695104
3504.636719,29121581056,589659776,17172768,0,15311600,42020612,186,1374.112427,0.522310197,33092732,57.64926148,28531921280
3504.081543,29250865152,603233664,17197720,0,15311600,42048432,186,1386.45874,0.520526767,33118360,57.69390488,28647631488
3503.432617,29575577600,604893120,17277464,0,15311600,42118192,186,1414.644043,0.517762721,33183330,57.80709076,28970684480
3503.433106,29640216576,608091264,17524462,0,15311600,42131888,186,1420.565186,0.517156005,33196120,57.82936859,29032125312
3503.41626,29802250240,609369536,17571718,0,15311600,42166192,186,1435.712769,0.515633523,33228342,57.88550568,29192880704
3503.176758,30187751424,610374528,17700808,0,15311600,42247616,186,1465.38501,0.512219071,33305884,58.02058411,29577376896
3501.950684,30187751424,611431872,0,9464.299805,15466834,42309580,186,1486.608643,0.513168693,33364664,58.12298584,29576319552
3503.067383,30187751424,611812352,0,9730.168945,15487923,42317776,186,1489.675171,0.512888551,33372448,58.13654327,29575939072
3502.879395,30187751424,612212224,0,9719.353516,15540581,42338296,186,1496.486816,0.512244284,33391984,58.17058182,29575539200
3502.743652,30187751424,613213888,0,9758.433594,15609014,42364928,186,1508.195923,0.51184839,33417386,58.21482849,29574537536
3502.715088,30187751424,615704704,0,9812.958008,15781055,42432020,186,1536.200684,0.511263788,33481524,58.32656097,29572046720
3502.779053,30187751424,621447616,0,9946.533203,15905068,42480000,186,1556.440064,0.51095432,33527446,58.40655518,29566303808
3502.875977,30187751424,631302592,0,10067.30371,16197020,42592968,186,1612.249512,0.511278987,33635428,58.59466934,29556448832
3502.438965,30226456576,633552960,19353146,0,16197020,42600768,186,1616.255615,0.511449993,33642880,58.60764694,29592903616
3502.012695,30323349504,634457600,19378326,0,16197020,42620320,186,1625.240479,0.512064099,33661512,58.64010239,29688891904
3505.42749,30347939840,635422528,19673250,0,16197020,42625208,186,1627.22876,0.511474013,33666180,58.64823914,29712517312
3505.539795,30353627136,636447168,19560504,0,16197020,42626344,186,1627.801758,0.511307657,33667264,58.65013123,29717179968
3505.569336,30359588864,637531968,19542422,0,16197020,42627536,186,1628.456543,0.511131525,33668408,58.65211868,29722056896
3505.549072,30365849600,640190592,19538580,0,16197020,42628788,186,1629.205933,0.510944784,33669604,58.65420532,29725659008
3505.504883,30372423680,645733504,19541578,0,16197020,42630104,186,1630.05835,0.510762036,33670864,58.65639877,29726690176
3505.385742,30388860928,652373376,19542638,0,16197020,42633392,186,1632.279663,0.510462761,33674016,58.66189194,29736487552
3505.176758,30429964288,672294144,19548774,0,16197020,42641612,186,1637.758789,0.51010716,33681912,58.67564392,29757670144
3505.01294,30532820992,677119680,19566868,0,16197020,42662180,186,1650.744385,0.509315014,33701724,58.71016312,29855701312
3504.590088,30790756352,689214400,19627530,0,16197020,42713876,186,1682.661499,0.50932163,33751528,58.79692078,30101541952
3504.592529,30813673472,702089408,19833488,0,16197020,42718420,186,1685.210571,0.509336948,33755908,58.80455399,30111584064
3504.59668,30870992896,726088960,19844972,0,16197020,42729800,186,1691.452881,0.5093382,33766872,58.82365036,30144903936
3504.597412,31014504448,732192896,19874178,0,16197020,42758304,186,1706.130493,0.509301186,33794336,58.87149048,30282311552
3504.357178,31374575616,744504064,19945942,0,16197020,42830040,186,1746.129517,0.509695709,33863340,58.99170303,30630071552
3504.369629,31431868416,750866048,20185366,0,16197020,42841328,186,1752.476563,0.509751916,33874196,59.0106163,30681002368
3504.378662,31575326720,752453248,20217712,0,16197020,42869612,186,1769.417481,0.509724081,33901404,59.0580101,30822873472
3504.211426,31935580160,753680832,20308386,0,16197020,42940692,186,1815.167236,0.509624004,33969796,59.17715454,31181899328
3504.233887,31980115968,753874944,20569506,0,16197020,42949372,186,1820.998657,0.509657085,33978148,59.1917038,31226241024
3503.942871,31980115968,754079040,0,10947.03418,16240808,42965428,186,1830.677368,0.509726048,33993592,59.21860504,31226036928
3503.439209,31980115968,754293696,0,10973.70117,16350545,43005720,186,1856.764648,0.51066649,34032200,59.28586578,31225822272
3503.384766,31980115968,754831680,0,11035.32031,16560216,43082736,186,1897.46106,0.512393713,34105488,59.41353989,31225284288
3503.494873,31980115968,756181568,0,11144.97559,16905710,43209724,186,1943.233032,0.515688479,34224752,59.62130356,31223934400
3503.594238,31980115968,759577024,0,11257.51465,16928226,43217924,186,1946.231079,0.515909374,34232448,59.63470459,31220538944
3503.649414,31980115968,768159296,0,11279.16699,16984622,43238448,186,1952.574951,0.516197741,34251680,59.66821289,31211956672
3503.715332,31980115968,775331520,0,11321.27344,17126138,43289924,186,1969.990723,0.516965866,34299780,59.75200272,31204784448
3504.146729,31980115968,801429184,0,11388.53906,17200162,43316524,186,1910.678467,0.521980703,34324136,59.79443741,31178686784
3502.172119,32063072256,817902976,20738830,0,17200162,43333052,186,1956.976685,0.519055486,34339456,59.8211174,31245169280
3501.574463,32275560448,819389952,21248818,0,17200162,43374636,186,1990.92273,0.520442009,34377772,59.88787079,31456170496
3509.14624,32321445888,823112832,21850488,0,17200162,43383360,186,1997.764648,0.518334568,34385880,59.9019928,31498333056
3509.394043,32328372224,827969280,21712550,0,17200162,43384688,186,1998.833496,0.517995477,34387112,59.90414047,31500402944
3509.367188,32335630336,840142848,21668080,0,17200162,43386076,186,1999.98645,0.517634213,34388408,59.90639877,31495487488
3509.220459,32343246848,852078912,21661664,0,17200162,43387536,186,2001.340576,0.517282963,34389772,59.90877152,31491167936
3509.028809,32351248384,878660416,21665484,0,17200162,43389068,186,2002.894165,0.516968429,34391204,59.91126633,31472587968
3508.553955,32371251200,880521920,21666722,0,17200162,43392900,186,2007.001343,0.516647458,34394788,59.91751099,31490729280
3507.729004,32421287936,885179136,21679146,0,17200162,43402492,186,2015.542114,0.516981006,34403748,59.93312454,31536108800
3506.727783,32546506752,896711872,21701788,0,17200162,43426552,186,2029.393555,0.517753541,34426156,59.97215653,31649794880
3506.028076,32731889664,904433984,21748530,0,17200162,43462048,186,2039.139526,0.517639518,34459236,60.02978134,31827455680
3505.353027,33195048960,906360768,21734968,0,17200162,43551076,186,2056.935059,0.518687189,34541848,60.17369461,32288688192
3505.27002,33384488960,907777792,21798238,0,17200162,43587424,186,2065.757568,0.5187428,34575572,60.23244476,32476711168
3504.979736,33858934784,908028800,21837818,0,17200162,43678632,186,2090.512207,0.518865526,34660144,60.37977982,32950905984
3504.98584,33930938368,908292864,21992528,0,17200162,43692388,186,2094.633789,0.518994868,34672896,60.40198898,33022645504
3504.368164,33930938368,908570560,0,11692.55957,17270318,43717636,186,2100.202148,0.519537866,34696240,60.44266129,33022367808
3503.807373,33930938368,909266880,0,11703.54297,17445872,43780988,186,2110.46582,0.521130264,34754460,60.54407883,33021671488
3503.86084,33930938368,911015168,0,11718.08887,17633360,43848784,186,2119.585938,0.522193909,34816492,60.65214157,33019923200
3503.73999,33930938368,915425216,0,11711.82324,17984716,43976524,186,2134.451416,0.523942828,34932556,60.85433197,33015513152
3504.111328,33930938368,926593856,0,11793.81641,18060124,44003784,186,2141.664795,0.524357617,34957284,60.89741135,33004344512
3504.343262,33930938368,931814144,0,11871.52441,18257264,44074716,186,2147.154785,0.524724007,35021532,61.00933456,32999124224
3502.453857,34109483008,953032576,22318322,0,18257264,44108980,186,2155.509766,0.526265204,35052376,61.06306458,33156450432
3502.09375,34154094592,959178752,22304492,0,18257264,44117552,186,2156.624756,0.526805699,35060076,61.07647705,33194915840
3507.882568,34187630592,974729920,22715476,0,18257264,44123876,186,2156.880859,0.525644958,35065784,61.08641815,33212900672
3508.049561,34193504256,977720256,22537046,0,18257264,44124992,186,2157.249756,0.525374055,35066792,61.08817673,33215784000
3508.078613,34199660544,985198080,22496442,0,18257264,44126164,186,2157.697754,0.525074601,35067852,61.09002304,33214462464
3508.025147,34206121984,987939584,22485092,0,18257264,44127396,186,2158.260986,0.524742603,35068964,61.09196472,33218182400
3507.796387,34222268416,994790720,22475850,0,18257264,44130468,186,2160.195313,0.524139047,35071756,61.09682465,33227477696
3507.289795,34262646784,1016775808,22480278,0,18257264,44138152,186,2165.8396,0.52373153,35078740,61.10899353,33245870976
3506.649658,34363658240,1020521920,22496176,0,18257264,44157364,186,2179.919922,0.523539007,35096224,61.13945007,33343136320
3506.104492,34616524800,1029899200,22526288,0,18257264,44205432,186,2193.587647,0.523944199,35139900,61.21553803,33586625600
3505.938721,34785046528,1044732864,22553938,0,18257264,44237460,186,2198.823242,0.524498403,35168936,61.26612091,33740313664
3505.450195,35483381760,1061589440,22526994,0,18257264,44370608,186,2207.231201,0.52536428,35289228,61.47566986,34421792320
3505.195313,35927154688,1062805760,22533086,0,18257264,44455324,186,2214.593018,0.525840521,35365620,61.60874939,34864348928
3505.189453,35956617216,1064080384,22564546,0,18257264,44460944,186,2215.100342,0.525890887,35370684,61.61757278,34892536832
3504.853027,35956617216,1065416064,0,11980.57617,18296374,44474992,186,2215.62085,0.526034832,35383340,61.63962174,34891201152
3504.285889,35956617216,1066475200,0,11979.73731,18377064,44503988,186,2216.706299,0.526447356,35409428,61.68506622,34890142016
3503.967041,35956617216,1066830784,0,11975.11914,18578710,44576624,186,2218.378662,0.527331471,35474532,61.7984848,34889786432
3503.91626,35956617216,1067721024,0,11973.21777,18712346,44624836,186,2223.293701,0.527720511,35517676,61.87364197,34888896192
3504.103027,35956617216,1069951360,0,12030.69629,19048038,44745400,186,2230.351318,0.528329253,35625312,62.0611496,34886665856
3504.198975,35956617216,1073750144,0,12047.01465,19085348,44758784,186,2233.36377,0.528358996,35637260,62.08196259,34882867072
3504.241455,35956617216,1083331072,0,12082.63086,19178898,44792260,186,2242.314209,0.528149843,35667168,62.13406372,34873286144
3504.301758,35956617216,1102384896,0,12133.91602,19339764,44849604,186,2254.989502,0.527739406,35718484,62.22346115,34854232320
3502.074951,36161769472,1114181632,22794704,0,19339764,44888632,186,2256.420898,0.529575586,35753156,62.28385544,35047587840
3501.534912,36212920320,1132620416,22733036,0,19339764,44898400,186,2255.737061,0.530180812,35761808,62.29893112,35080299904
3508.857178,36250984448,1148458752,23234272,0,19339764,44905500,186,2255.187256,0.528356552,35768148,62.30997467,35102525696
3508.976318,36257300480,1163324160,23004590,0,19339764,44906692,186,2255.479981,0.527954817,35769212,62.31182861,35093976320
3508.967773,36263923712,1166223488,22969526,0,19339764,44907940,186,2255.79834,0.527489722,35770328,62.31377792,35097700224
3508.871338,36270874624,1173474560,22958228,0,19339764,44909252,186,2256.327393,0.52700758,35771508,62.31582642,35097400064
3508.533936,36288245760,1191108608,22949322,0,19339764,44912524,186,2258.517334,0.526205063,35774452,62.320961,35097137152
3507.859619,36331683840,1194182144,22956626,0,19339764,44920708,186,2264.925049,0.525716364,35781836,62.33382416,35137501696
3507.025147,36440387584,1196235648,22978514,0,19339764,44941164,186,2278.324951,0.525161624,35800336,62.36604691,35244151936
3506.263184,36712648704,1198390272,23020966,0,19339764,44992328,186,2297.303223,0.524642825,35846692,62.44680023,35514258432
3506.044434,36875321344,1200651904,23108578,0,19339764,45022780,186,2312.418945,0.524102151,35874340,62.49497223,35674669440
3505.44751,37527420928,1203025792,23158248,0,19339764,45144664,186,2349.573486,0.522755623,35985616,62.68881607,36324395136
3505.455078,37570486272,1208957952,23384798,0,19339764,45152640,186,2351.866211,0.522868872,35992892,62.70149612,36361528320
3505.463623,37678190592,1221804032,23393322,0,19339764,45172584,186,2357.69458,0.522719145,36011104,62.73321915,36456386560
3505.409668,37947760640,1237637888,23420504,0,19339764,45222464,186,2368.157959,0.522181451,36056744,62.81272507,36710122752
3505.401123,38039064576,1239022464,23495674,0,19339764,45239308,186,2379.456787,0.521891117,36072176,62.83961105,36800042112
3504.394287,38039064576,1240169856,0,12505.20117,19461248,45281464,186,2391.312988,0.5223822,36110720,62.90675354,36798894720
3504.328369,38039064576,1241373440,0,12524.4209,19477346,45287044,186,2394.167725,0.522504151,36115820,62.91563797,36797691136
3504.251953,38039064576,1242637696,0,12530.99219,19517608,45301000,186,2398.538818,0.522671342,36128564,62.93783951,36796426880
3504.206299,38039064576,1243114112,0,12540.66113,19618340,45335912,186,2405.523682,0.522773504,36160436,62.99336243,36795950464
3504.154785,38039064576,1244306432,0,12559.02051,19866438,45422032,186,2419.859131,0.52365762,36238772,63.12982941,36794758144
3504.327393,38039064576,1247291648,0,12640.52246,20245652,45553432,186,2453.539063,0.524628282,36357836,63.33724213,36791772928
3504.451904,38039064576,1251499648,0,12767.75781,20442222,45621036,186,2466.134277,0.525236666,36418944,63.44369888,36787564928
3504.641602,38039064576,1262083840,0,12817.78125,20475602,45632480,186,2468.121338,0.525280774,36429284,63.46171188,36776980736
3502.39917,38195765248,1282756224,24068996,0,20475602,45661128,186,2467.618652,0.526666224,36455032,63.50656509,36913009024
3501.835938,38351556608,1296776320,24006530,0,20475602,45689760,186,2462.268555,0.528238475,36480604,63.55110931,37054780288
3510.5896,38391570432,1313686784,24663354,0,20475602,45696904,186,2462.978516,0.525824845,36487048,63.56233597,37077883648
3510.861328,38397710336,1329398400,24346344,0,20475602,45698016,186,2463.150635,0.52538842,36488052,63.5640831,37068311936
3510.900635,38404141056,1346142720,24275418,0,20475602,45699180,186,2463.39209,0.524898708,36489104,63.56592178,37057998336
3510.799316,38410883072,1349441280,24254064,0,20475602,45700404,186,2463.869141,0.524378419,36490216,63.56785584,37061441792
3510.631836,38417969152,1357689856,24252362,0,20475602,45701688,186,2464.627686,0.523863673,36491380,63.56988525,37060279296
3510.166992,38435676160,1378566400,24247100,0,20475602,45704892,186,2467.505615,0.523084879,36494304,63.57497788,37057109760
3509.282715,38479945728,1381704576,24258298,0,20475602,45712912,186,2475.460938,0.522801518,36501624,63.58772659,37098241152
3508.13794,38590758912,1384968704,24285432,0,20475602,45732980,186,2492.020752,0.522891581,36519932,63.61962509,37205790208
