Average Reservoir Pressure (psi),Cumulative Gas (CO2) Injection (SCF),Cumulative Gas (CO2) Production (SCF),Gas Injection Rate (SCF/day),Water Injection Rate (bbl/day),Cumulative Water Injection (bbl),Cumulative Water Production (bbl),Average Temperature (F),Gas-Oil Ratio SC (SCF/bbl),Water Cut (%),Cumulative Oil Production (bbl),Oil Recovery Factor (%),Cumulative CO2 Stored (SCF)
3498.171631,0,20392998,0,0,0,7896119.5,186,257.9481201,0.628739059,13896516,24.20845223,0
3498.162842,0,20428948,0,0,0,7941109,186,257.9589539,0.629629254,13922980,24.25455666,0
3498.316895,0,20456000,0,0,0,7980702.5,186,257.4592285,0.609250367,13948374,24.29879379,0
3498.315186,0,20492716,0,0,0,8018965,186,257.4424744,0.608757615,13972965,24.34163284,0
3498.425781,0,20528938,0,0,0,8047058.5,186,256.2109375,0.536516607,13997234,24.38391113,0
3498.425781,0,20564782,0,0,0,8073586.5,186,256.2206726,0.537576497,14020052,24.42366219,0
3498.447998,0,20598022,0,0,0,8101401,186,256.3048401,0.54716146,14043073,24.46376419,0
3498.444824,0,20651228,0,0,0,8122373,186,256.3092957,0.547758341,14060389,24.493927,0
3498.412354,0,20704410,0,0,0,8151009,186,256.3254395,0.549481452,14083866,24.53482819,0
3498.406738,0,20745534,0,0,0,8179372,186,256.3374634,0.5506652,14107010,24.57514572,0
3498.410645,0,20781194,0,0,0,8211107,186,256.7604675,0.586419225,14129393,24.61413574,0
3498.408447,0,20824880,0,0,0,8240675.5,186,256.7814026,0.587835252,14150124,24.6502533,0
3498.064209,0,20866570,0,0,0,8292891,186,257.7486877,0.624080896,14181576,24.70504379,0
3498.042481,0,20905910,0,0,0,8347460,186,258.0821838,0.638567865,14212462,24.7588501,0
3498.235107,0,20956052,0,0,0,8386431,186,257.9045105,0.618194401,14236532,24.80077934,0
3498.232422,0,20968052,0,0,0,8420443,186,257.9557495,0.62042284,14257340,24.8370285,0
3498.176025,0,21020454,0,0,0,8463693,186,258.0647583,0.63037169,14282701,24.88120842,0
3498.16919,0,21088710,0,0,0,8505153,186,258.0914612,0.631780148,14306864,24.9233036,0
3498.043701,0,21146132,0,0,0,8544955,186,258.0583801,0.635146081,14329728,24.96313286,0
3498.038086,0,21227456,0,0,0,8595873,186,258.0611572,0.636054873,14358862,25.01388741,0
3498.036377,0,21272768,0,0,0,8608067,186,258.0609131,0.636230946,14365835,25.0260334,0
3497.931885,0,21327580,0,0,0,8652537,186,257.1054382,0.580666304,14397950,25.08197784,0
3497.924561,0,21386592,0,0,0,8710607,186,257.1071472,0.581397951,14439759,25.15481377,0
3497.807373,0,21439170,0,0,0,8758078,186,256.9562683,0.572618842,14475191,25.21653366,0
3497.796631,0,21511848,0,0,0,8825752,186,256.9851074,0.574874163,14525236,25.30371666,0
3498.073731,0,21574534,0,0,0,8857852,186,256.5911865,0.530143619,14553686,25.35327911,0
3498.074951,0,21646428,0,0,0,8896637,186,256.5864563,0.529789627,14588109,25.41324616,0
3497.977051,0,21696724,0,0,0,8946343,186,257.0927734,0.579459488,14624182,25.47608948,0
3497.970703,0,21760122,0,0,0,8990829,186,257.1071777,0.580705583,14656304,25.53204346,0
3497.772705,0,21823790,0,0,0,9047840,186,256.8322144,0.558571637,14701358,25.61053085,0
3497.763428,0,21891266,0,0,0,9097192,186,256.8396301,0.559576273,14740203,25.67819977,0
3497.749756,0,21955082,0,0,0,9153525,186,256.7566834,0.557264149,14784958,25.75616455,0
3497.742188,0,22021350,0,0,0,9193010,186,256.7588196,0.557799399,14816260,25.81069565,0
3497.792236,0,22089864,0,0,0,9239741,186,256.6541443,0.541003168,14855907,25.87976265,0
3497.784912,0,22163704,0,0,0,9286785,186,256.6663513,0.541892469,14895677,25.94904518,0
3497.726074,0,22226954,0,0,0,9338008,186,256.6942749,0.549224138,14937718,26.02228355,0
3497.718506,0,22361872,0,0,0,9386794,186,256.7375794,0.552314997,14977262,26.09117127,0
3497.701904,0,22493064,0,0,0,9439617,186,256.8706055,0.564832389,15017959,26.16206741,0
3497.694092,0,22617786,0,0,0,9494525,186,256.9013672,0.567142248,15059866,26.23507118,0
3497.691895,0,22745076,0,0,0,9550627,186,256.974762,0.572751939,15101716,26.30797577,0
3497.689941,0,22867226,0,0,0,9599330,186,257.0253296,0.576554418,15137486,26.37028885,0
3497.683106,0,22992672,0,0,0,9708159,186,257.1026001,0.582339823,15215539,26.50626183,0
3497.668945,0,23117524,0,0,0,9817536,186,257.1659546,0.586894572,15292528,26.64037895,0
3497.653076,0,23229914,0,0,0,9923891,186,257.2135315,0.59031111,15366341,26.76896477,0
3497.636719,0,23353950,0,0,0,10034343,186,257.2536316,0.59318924,15442089,26.90092278,0
3497.619873,0,23473656,0,0,0,10141706,186,257.2853394,0.595551252,15515000,27.02793884,0
3497.602783,0,23597044,0,0,0,10253142,186,257.3143005,0.597746134,15589992,27.15857697,0
3497.585205,0,23716176,0,0,0,10365036,186,257.3395081,0.599719107,15664676,27.28867912,0
3497.568848,0,23839002,0,0,0,10466470,186,257.3612061,0.601436019,15731893,27.40577889,0
3497.552002,0,23961556,0,0,0,10579191,186,257.3822327,0.603160679,15806057,27.53497315,0
3497.534668,0,24079918,0,0,0,10688664,186,257.4018555,0.604778826,15877597,27.65960121,0
3497.517822,0,24201970,0,0,0,10802183,186,257.4202271,0.606339455,15951298,27.78799248,0
3497.500732,0,24319854,0,0,0,10912413,186,257.4379883,0.607838869,16022417,27.9118824,0
3497.483887,0,24441426,0,0,0,11026706,186,257.454773,0.609291077,16095705,28.03955841,0
3497.466309,0,24562778,0,0,0,11141385,186,257.4711914,0.610717237,16168806,28.16690064,0
3497.449219,0,24676104,0,0,0,11252719,186,257.4865418,0.612063646,16239369,28.28982925,0
3497.432129,0,24797050,0,0,0,11368137,186,257.5017395,0.613413095,16312110,28.41654396,0
3497.415039,0,24913914,0,0,0,11480182,186,257.5161438,0.614696085,16382342,28.53889084,0
3497.397949,0,25034504,0,0,0,11596338,186,257.5305176,0.61599201,16454751,28.66503525,0
3497.380371,0,25151048,0,0,0,11712884,186,257.5449524,0.617288351,16527010,28.79091263,0
3497.363281,0,25271312,0,0,0,11822256,186,257.5585327,0.618500233,16594472,28.90843391,0
3497.346436,0,25391418,0,0,0,11939545,186,257.5718994,0.619733155,16666440,29.03380776,0
3497.329346,0,25507504,0,0,0,12053406,186,257.5852661,0.620940864,16735948,29.15489197,0
3497.312012,0,25627310,0,0,0,12171437,186,257.5986939,0.622155011,16807630,29.27976608,0
3497.294434,0,25743114,0,0,0,12286019,186,257.6123352,0.623351872,16876864,29.40037537,0
3497.277344,0,25862634,0,0,0,12404796,186,257.6259155,0.624550939,16948266,29.52476311,0
3497.259766,0,25982008,0,0,0,12523948,186,257.63974,0.625751197,17019530,29.64890671,0
3497.242432,0,26089716,0,0,0,12639612,186,257.6531372,0.626902521,17088366,29.76882362,0
3497.225098,0,26208828,0,0,0,12759506,186,257.6664734,0.628055811,17159368,29.89251328,0
3497.20752,0,26323972,0,0,0,12875885,186,257.6795349,0.62917459,17227960,30.01200485,0
3497.190186,0,26442824,0,0,0,12996514,186,257.692627,0.630302072,17298714,30.13526154,0
3497.172852,0,26557722,0,0,0,13117512,186,257.7055664,0.631415069,17369346,30.2583065,0
3497.156006,0,26676322,0,0,0,13227105,186,257.7174988,0.632433712,17433042,30.36926651,0
3497.138916,0,26794798,0,0,0,13348799,186,257.72995,0.633516848,17503440,30.49190331,0
3497.121826,0,26909340,0,0,0,13466904,186,257.7421265,0.634566903,17571454,30.6103878,0
3497.104248,0,27027580,0,0,0,13589299,186,257.754364,0.63563025,17641616,30.73261261,0
3497.087158,0,27141896,0,0,0,13708074,186,257.7662354,0.636657536,17709402,30.85070038,0
3497.06958,0,27259906,0,0,0,13831160,186,257.7783203,0.637705565,17779328,30.97251701,0
3497.052246,0,27377806,0,0,0,13954594,186,257.7906189,0.638756573,17849136,31.09412384,0
3497.034668,0,27484210,0,0,0,14074376,186,257.8025513,0.63977474,17916580,31.21161461,0
3497.017578,0,27601914,0,0,0,14198491,186,257.8141785,0.640787482,17986156,31.33281899,0
3497.000244,0,27715722,0,0,0,14318942,186,257.8270264,0.641837239,18053370,31.44991112,0
3496.98291,0,27833222,0,0,0,14443745,186,257.8387146,0.642843068,18122710,31.57070541,0
3496.965332,0,27946836,0,0,0,14568903,186,257.8517761,0.643900454,18191926,31.69128418,0
3496.948731,0,28064134,0,0,0,14682228,186,257.8628845,0.644823968,18254348,31.80002403,0
3496.931641,0,28181332,0,0,0,14808035,186,257.8753357,0.645839274,18323336,31.92020607,0
3496.914307,0,28294654,0,0,0,14930114,186,257.888092,0.646851659,18389986,32.0363121,0
3496.896729,0,28411656,0,0,0,15056600,186,257.9004211,0.647849381,18458740,32.15608597,0
3496.879639,0,28524788,0,0,0,15179337,186,257.9132996,0.648856044,18525162,32.27179718,0
3496.862061,0,28641594,0,0,0,15306502,186,257.9256897,0.649847269,18593680,32.39115906,0
3496.844482,0,28758304,0,0,0,15434025,186,257.9394531,0.650894642,18662078,32.51031113,0
3496.827148,0,28863638,0,0,0,15557757,186,257.9518433,0.651863992,18728158,32.62542725,0
3496.80957,0,28980168,0,0,0,15685965,186,257.9647217,0.652871788,18796326,32.74417877,0
3496.791992,0,29092848,0,0,0,15810396,186,257.9787293,0.65392369,18862178,32.85889816,0
3496.77417,0,29209194,0,0,0,15939344,186,257.9918518,0.654941916,18930114,32.97724533,0
3496.756348,0,29321700,0,0,0,16068677,186,258.0066223,0.656028211,18997926,33.09537888,0
3496.739502,0,29437866,0,0,0,16185794,186,258.0185852,0.656954229,19059082,33.20191574,0
3496.722412,0,29553940,0,0,0,16315816,186,258.0312805,0.657947123,19126678,33.31967163,0
3496.705078,0,29666190,0,0,0,16442016,186,258.0463562,0.659030199,19191972,33.43341446,0
3496.687256,0,29782096,0,0,0,16572792,186,258.0593262,0.660034537,19259332,33.55075836,0
3496.669678,0,29894186,0,0,0,16699736,186,258.0744324,0.661115825,19324402,33.66411591,0
3496.651856,0,30009932,0,0,0,16831282,186,258.0874939,0.662114501,19391532,33.78105927,0
3496.634033,0,30125590,0,0,0,16963232,186,258.1030579,0.663217545,19458536,33.89778519,0
3496.616455,0,30233708,0,0,0,17091268,186,258.1157532,0.664180815,19523272,34.01055908,0
3496.598633,0,30349198,0,0,0,17223954,186,258.1300964,0.665220737,19590048,34.12688446,0
3496.581055,0,30460878,0,0,0,17352720,186,258.144104,0.666231811,19654558,34.23926163,0
3496.563232,0,30576196,0,0,0,17486154,186,258.1582031,0.667256415,19721098,34.35517883,0
3496.545166,0,30687710,0,0,0,17619966,186,258.1720886,0.668268621,19787522,34.47089386,0
3496.528076,0,30802852,0,0,0,17745478,186,258.1853638,0.669226468,19849558,34.57896423,0
3496.510742,0,30917912,0,0,0,17880024,186,258.1990662,0.670224607,19915760,34.69429016,0
3496.493164,0,31029176,0,0,0,18010594,186,258.2127686,0.671207011,19979720,34.80571365,0
3496.475342,0,31144064,0,0,0,18145902,186,258.2266235,0.6722036,20045702,34.92065811,0
3496.45752,0,31255168,0,0,0,18277212,186,258.2402954,0.673177361,20109452,35.03171539,0
3496.439697,0,31369896,0,0,0,18413288,186,258.2539673,0.674159348,20175222,35.14628601,0
3496.421875,0,31484538,0,0,0,18549752,186,258.2674866,0.675131202,20240888,35.26068115,0
3496.403809,0,31588018,0,0,0,18682176,186,258.2805176,0.676068187,20304336,35.37121201,0
3496.386475,0,31702500,0,0,0,18819400,186,258.2936707,0.677018166,20369802,35.4852562,0
3496.368408,0,31813210,0,0,0,18952558,186,258.306366,0.677932799,20433062,35.59545898,0
3496.350342,0,31927526,0,0,0,19090536,186,258.3189087,0.678849459,20498336,35.70916748,0
3496.332275,0,32038072,0,0,0,19228892,186,258.3314819,0.679761887,20563516,35.82271576,0
3496.315186,0,32152216,0,0,0,19354168,186,258.3424988,0.680572391,20622314,35.9251442,0
3496.297607,0,32266274,0,0,0,19493236,186,258.3543091,0.681449354,20687324,36.03839493,0
3496.279785,0,32376570,0,0,0,19628178,186,258.366333,0.682318211,20750152,36.14784241,0
3496.261719,0,32490454,0,0,0,19767992,186,258.3782959,0.683193684,20814984,36.26078796,0
3496.243652,0,32600582,0,0,0,19903648,186,258.3900147,0.684043825,20877644,36.36994171,0
3496.225586,0,32714294,0,0,0,20044196,186,258.4016724,0.684900105,20942306,36.48258591,0
3496.207275,0,32827920,0,0,0,20185110,186,258.413208,0.685745418,21006882,36.59508133,0
3496.189209,0,32930478,0,0,0,20321822,186,258.424408,0.686563909,21069294,36.70380783,0
3496.170898,0,33043938,0,0,0,20463438,186,258.4349365,0.687362254,21133706,36.81601715,0
3496.152832,0,33153652,0,0,0,20600838,186,258.4468994,0.688201666,21195958,36.92446137,0
3496.134766,0,33266946,0,0,0,20743148,186,258.4564514,0.688954651,21260206,37.0363884,0
3496.116211,0,33376500,0,0,0,20885818,186,258.4682007,0.689785957,21324368,37.14816284,0
3496.098877,0,33489622,0,0,0,21014950,186,258.4770203,0.690469682,21382258,37.24900818,0
3496.081055,0,33602660,0,0,0,21158252,186,258.48703,0.691228092,21446270,37.36051941,0
3496.062744,0,33711972,0,0,0,21297262,186,258.498169,0.692014813,21508138,37.46829605,0
3496.044434,0,33824844,0,0,0,21441232,186,258.507843,0.692753196,21571990,37.57953262,0
3496.026123,0,33934000,0,0,0,21580884,186,258.5188904,0.693528771,21633704,37.68703842,0
3496.007813,0,34046712,0,0,0,21725512,186,258.5284424,0.694256008,21697396,37.79799271,0
3495.989014,0,34159348,0,0,0,21870480,186,258.5395813,0.695037901,21761004,37.90880203,0
3495.970703,0,34261012,0,0,0,22011084,186,258.5497742,0.695772886,21822482,38.01590347,0
3495.952148,0,34373492,0,0,0,22156700,186,258.559967,0.696516037,21885930,38.12643051,0
3495.934082,0,34482268,0,0,0,22297928,186,258.5701294,0.697243989,21947254,38.23326111,0
3495.915039,0,34594596,0,0,0,22444186,186,258.5801697,0.697976589,22010542,38.34350967,0
3495.89624,0,34703228,0,0,0,22590768,186,258.5905762,0.698717594,22073746,38.4536171,0
3495.878662,0,34815404,0,0,0,22723432,186,258.6000977,0.699395239,22130766,38.552948,0
3495.860352,0,34927504,0,0,0,22870616,186,258.6082764,0.700043201,22193832,38.66281128,0
3495.841797,0,35035916,0,0,0,23013376,186,258.6187744,0.700760245,22254794,38.76901245,0
3495.822998,0,35147868,0,0,0,23161198,186,258.626648,0.701391757,22317728,38.87864304,0
3495.803955,0,35256136,0,0,0,23304574,186,258.6366577,0.702088416,22378564,38.98462677,0
3495.785156,0,35367940,0,0,0,23453046,186,258.6453247,0.702747524,22441366,39.09402847,0
3495.765869,0,35379132,0,0,0,23601860,186,258.6556091,0.70346117,22504098,39.20331192,0
3495.746826,0,35382156,0,0,0,23746178,186,258.6643677,0.704110682,22564746,39.30895996,0
3495.727783,0,35385336,0,0,0,23895638,186,258.6738586,0.70479393,22627348,39.41801834,0
3495.70874,0,35388672,0,0,0,24040590,186,258.6833801,0.705466509,22687864,39.52344132,0
3495.689697,0,35392180,0,0,0,24190704,186,258.6929321,0.706147671,22750332,39.63226318,0
3499.591309,41290824,35400956,13319620,0,0,24205724,186,258.6934815,0.706172407,22756582,39.64315033,5889868
3500.830811,51426444,35422924,13335009,0,0,24209408,186,258.6927795,0.706140876,22758114,39.64582062,16003520
3501.624756,62065980,35480332,13331420,0,0,24213276,186,258.6908875,0.706070066,22759724,39.64862442,26585648
3502.250488,73238448,35496916,13332554,0,0,24217338,186,258.6881714,0.70597738,22761416,39.65157318,37741532
3502.758301,84969392,35538428,13332392,0,0,24221602,186,258.6850281,0.705870569,22763194,39.65467072,49430964
3503.462402,114278384,35567204,13324038,0,0,24232262,186,258.6773987,0.705617368,22767640,39.66241455,78711180
3504.503662,187496576,35585900,13314170,0,0,24258892,186,258.6629944,0.70513308,22778776,39.6818161,151910676
3505.050781,370382624,35632672,13302571,0,0,24325370,186,258.6425781,0.704481542,22806664,39.73039627,334749952
3505.543213,412624160,35695332,13296764,0,0,24340728,186,258.6378479,0.704323232,22813110,39.74162674,376928828
3505.569336,518148480,35698984,13286753,0,0,24379096,186,258.6286926,0.704043329,22829240,39.7697258,482449496
3505.66626,781765312,35708108,13276986,0,0,24474892,186,258.6131287,0.703595936,22869596,39.84002686,746057204
3505.865723,797729024,35730916,13272605,0,0,24480694,186,258.6123047,0.70356971,22872040,39.84428406,761998108
3505.952637,837634304,35787996,13271262,0,0,24495198,186,258.6097717,0.703493476,22878154,39.85493469,801846308
3505.755127,937346880,35799420,13264535,0,0,24531446,186,258.6057739,0.703394175,22893438,39.88156128,901547460
3505.688721,1195516672,35808556,13255881,0,0,24625268,186,258.5944519,0.70309633,22933056,39.9505806,1159708116
3505.719727,1195516672,35831412,0,7048.257324,7048.257324,24630084,186,258.5939331,0.703082979,22935092,39.95412445,1159685260
3505.702881,1195516672,35888624,0,7045.506836,24662.02539,24642126,186,258.5925293,0.703046322,22940178,39.96298218,1159628048
3505.512207,1195516672,35922064,0,7046.94043,68705.40625,24672222,186,258.5899353,0.702991247,22952892,39.98513413,1159594608
3505.631836,1195516672,36024884,0,7046.174316,79715.04688,24679746,186,258.5892029,0.702975392,22956072,39.99067307,1159491788
3505.679199,1195516672,36032228,0,7045.811523,87938.70313,24685366,186,258.588562,0.702959657,22958446,39.9948082,1159484444
3505.758301,1195516672,36061612,0,7045.525879,96573.19531,24691266,186,258.5877686,0.702938437,22960940,39.99915314,1159455060
3505.866455,1195516672,36135092,0,7045.167481,105638.9375,24697462,186,258.586792,0.702910244,22963558,40.00371552,1159381580
3505.966309,1195516672,36146116,0,7044.861328,115157.5703,24703966,186,258.5856628,0.702876747,22966308,40.00850296,1159370556
3506.213135,1195516672,36173672,0,7044.699707,138953.5938,24720226,186,258.5827026,0.702786803,22973184,40.02048492,1159343000
3506.460938,1195516672,36242540,0,7044.943359,198445.6875,24760854,186,258.5766602,0.702608407,22990382,40.05044174,1159274132
3506.756348,1195516672,36259988,0,7044.14502,218411.1875,24774488,186,258.5733032,0.702495754,22996156,40.0605011,1159256684
3506.900635,1195516672,36303604,0,7044.699219,268328.875,24808558,186,258.5672607,0.70230794,23010596,40.08565521,1159213068
3507.196045,1195516672,36355476,0,7044.48877,393119.3438,24893616,186,258.5529785,0.70184952,23046730,40.14860535,1159161196
3507.585938,1195516672,36370164,0,7041.521484,436773.4375,24923372,186,258.5466919,0.701634467,23059384,40.17064667,1159146508
3508.25293,1195516672,36406872,0,7061.949219,611896.375,25042138,186,258.5229187,0.70083034,23110082,40.25896835,1159109800
3508.361328,1195516672,36483992,0,7062.442871,634509.625,25057470,186,258.5203247,0.700743556,23116630,40.27037048,1159032680
3506.621338,1222112640,36594324,13297902,0,634509.625,25067044,186,258.5222168,0.700835705,23120716,40.27749252,1185518316
3508.55957,1288924672,36686420,13362415,0,634509.625,25090976,186,258.5169983,0.700649381,23130942,40.29530335,1252238252
3507.269775,1455205120,36708524,13302439,0,634509.625,25150750,186,258.5115662,0.700526714,23156494,40.33981705,1418496596
3507.26416,1488420736,36763864,13286193,0,634509.625,25162702,186,258.5103455,0.700495899,23161604,40.34872055,1451656872
3506.953125,1571362688,36778180,13270731,0,634509.625,25192580,186,258.5091248,0.700486898,23174380,40.37097549,1534584508
3506.88916,1634360576,36813980,13262688,0,634509.625,25215280,186,258.5062561,0.700413883,23184090,40.38788986,1597546596
3506.395996,1791652608,36822912,13245649,0,634509.625,25272000,186,258.5011902,0.700321674,23208360,40.43017197,1754829696
3505.992676,2044532096,36845236,13222457,0,634509.625,25363272,186,258.4926148,0.70011729,23247456,40.49827957,2007686860
3506.091553,2387955968,36901056,13208615,0,634509.625,25487148,186,258.4717712,0.699542224,23300660,40.59096527,2351054912
3505.7854,2387955968,36926280,0,7004.479004,662527.5,25506204,186,258.4707947,0.699533463,23308846,40.60522461,2351029688
3505.550049,2387955968,37018544,0,7003.600586,732563.5,25553830,186,258.4680176,0.699522495,23329304,40.64086151,2350937424
3506.448242,2387955968,37040688,0,7002.040039,879606.4375,25653712,186,258.4498291,0.698936403,23372326,40.71581268,2350915280
3507.19751,2387955968,37129260,0,6999.74707,1089598.75,25795996,186,258.4164734,0.697881103,23433924,40.8231163,2350826708
3507.585449,2387955968,37151404,0,7003.359375,1264682.75,25914322,186,258.393158,0.697142541,23485328,40.91266251,2350804564
3507.292481,2467195392,37206784,13206542,0,1264682.75,25942710,186,258.3895569,0.697043598,23497666,40.93415833,2429988608
3507.953857,2665293312,37265876,13206528,0,1264682.75,26013598,186,258.3759155,0.696610272,23528538,40.98793793,2628027436
3507.800049,2712138240,37350876,13190402,0,1264682.75,26030376,186,258.372406,0.696497738,23535850,41.0006752,2674787364
3507.320801,2829127424,37376752,13176477,0,1264682.75,26072302,186,258.3696899,0.696443081,23554124,41.03251267,2791750672
3507.271729,2876134912,37387100,13167680,0,1264682.75,26089156,186,258.3666687,0.696357906,23561472,41.04531479,2838747812
3507.078369,2993580288,37393220,13159443,0,1264682.75,26131264,186,258.3609619,0.696209311,23579848,41.07732391,2956187068
3506.537598,3244309760,37399648,13144269,0,1264682.75,26221174,186,258.3522034,0.695989549,23619120,41.14573669,3206910112
3506.323731,3572515584,37401732,13128226,0,1264682.75,26338782,186,258.3305359,0.695391297,23670636,41.23548126,3535113852
3506.150635,3572515584,37403924,0,6960.621094,1306446.5,26367000,186,258.3268738,0.695302844,23683002,41.25702286,3535111660
3506.128662,3572515584,37409404,0,6959.448731,1473473.25,26479712,186,258.3112488,0.694903135,23732488,41.3432312,3535106180
3506.188477,3572515584,37423108,0,6954.31543,1515199.125,26507878,186,258.3060303,0.69475323,23744864,41.36478806,3535092476
3506.406982,3572515584,37457380,0,6953.015625,1619494.375,26578230,186,258.2953491,0.694450319,23775818,41.41871262,3535058204
3506.600586,3572515584,37491544,0,6950.292969,1730699.125,26653186,186,258.2821655,0.694011092,23808866,41.47628403,3535024040
3506.915283,3572515584,37577000,0,6952.413574,1890604.625,26760720,186,258.2599182,0.693308115,23856434,41.5591507,3534938584
3506.893555,3664321536,37606496,13115157,0,1890604.625,26793432,186,258.2545776,0.693147123,23870916,41.58437729,3626715040
3507.47876,3893220864,37680260,13079954,0,1890604.625,26875108,186,258.2391663,0.692639768,23907160,41.64751816,3855540604
3508.106201,4069831424,37684412,13082273,0,1890604.625,26938026,186,258.2228394,0.692032278,23935160,41.69629288,4032147012
3506.900147,4474629120,37694784,13057986,0,1890604.625,27082128,186,258.2009583,0.691394567,23999480,41.8083458,4436934336
3506.886475,4520259584,37717800,13037252,0,1890604.625,27098398,186,258.1994019,0.691351652,24006742,41.82099533,4482541784
3506.776367,4634307584,37809868,13034088,0,1890604.625,27139052,186,258.1958923,0.691258609,24024900,41.8526268,4596497716
3506.723633,4748322304,37832808,13030244,0,1890604.625,27179684,186,258.1902771,0.69109118,24043062,41.8842659,4710489496
3505.86792,4748322304,37924604,0,6918.096191,1952867.5,27221458,186,258.1885071,0.691100955,24061734,41.91679382,4710397700
3505.967041,4748322304,37944172,0,6915.091797,2108457,27325768,186,258.1748047,0.690740168,24108436,41.99815369,4710378132
3506.081543,4748322304,38018460,0,6910.702637,2167198,27365148,186,258.1672974,0.690508068,24126088,42.02890015,4710303844
3506.253174,4748322304,38059332,0,6908.667481,2374458,27503894,186,258.1485901,0.689936161,24188442,42.13752365,4710262972
3506.495361,4748322304,38174752,0,6903.04541,2512519,27596236,186,258.1303406,0.689320505,24230060,42.21002579,4710147552
3506.840332,4891662848,38279144,13030960,0,2512519,27646986,186,258.1218567,0.689029396,24252962,42.24992371,4853383704
3507.041016,5294501376,38353772,12994786,0,2512519,27789666,186,258.0976563,0.68818891,24317612,42.36254501,5256147604
3507.072022,5365885952,38394808,12979079,0,2512519,27814966,186,258.0925293,0.688011587,24329084,42.38253403,5327491144
3507.018066,5544250368,38412572,12971918,0,2512519,27878180,186,258.0857239,0.687771201,24357780,42.43252182,5505837796
3506.94043,5657687040,38456968,12964237,0,2512519,27918374,186,258.0782471,0.687517464,24376050,42.46434784,5619230072
3506.605957,5916762624,38506708,12953782,0,2512519,28010120,186,258.0661011,0.687156677,24417820,42.53711319,5878255916
3505.851563,5916762624,38549236,0,6877.645508,2588173,28060552,186,258.0617981,0.687067449,24440788,42.57712555,5878213388
3505.884033,5916762624,38622384,0,6874.18457,2777213,28186450,186,258.0474243,0.686653912,24498240,42.67720795,5878140240
3506.132324,5916762624,38689600,0,6869.17041,2794386,28197890,186,258.0453491,0.686582983,24503464,42.68630981,5878073024
3506.144287,5916762624,38734428,0,6869.057617,2837317.75,28226488,186,258.0409241,0.68644017,24516526,42.70906448,5878028196
3506.159668,5916762624,38746008,0,6868.836426,2944643.25,28297926,186,258.0336304,0.686194897,24549196,42.76597977,5878016616
3506.234375,5916762624,38754356,0,6873.848633,3007367,28339626,186,258.0273132,0.685986936,24568284,42.79922867,5878008268
3506.397461,5916762624,38756408,0,6879.193848,3131192.5,28421774,186,258.0145264,0.685566008,24605960,42.86486435,5878006216
3506.428711,6072096256,38758564,12944435,0,3131192.5,28476492,186,258.0059204,0.68527329,24631092,42.90864563,6033337692
3506.518555,6112158208,38760824,12923326,0,3131192.5,28490624,186,258.0038147,0.685200095,24637584,42.91995621,6073397384
3508.886475,6141456896,38766484,12959583,0,3131192.5,28500930,186,257.9977722,0.684924841,24642326,42.92821503,6102690412
3508.501221,6149189632,38780628,12933298,0,3131192.5,28503658,186,257.9960327,0.684853792,24643580,42.93040085,6110409004
3508.329102,6157310976,38816008,12936323,0,3131192.5,28506520,186,257.9944153,0.684790552,24644898,42.93269348,6118494968
3508.189209,6165837312,38850492,12934933,0,3131192.5,28509522,186,257.993042,0.684737802,24646280,42.93510437,6126986820
3507.959717,6187148288,38936788,12931677,0,3131192.5,28517032,186,257.9909973,0.68465966,24649738,42.94112778,6148211500
3507.735352,6240400384,38966796,12925689,0,3131192.5,28535794,186,257.9880981,0.684546709,24658386,42.95619202,6201433588
3507.484619,6373431808,39026892,12916082,0,3131192.5,28582670,186,257.9830017,0.684357464,24680004,42.99385452,6334404916
3507.378662,6472649216,39079308,12907403,0,3131192.5,28617628,186,257.9777222,0.684170067,24696144,43.02196884,6433569908
3506.966797,6720467456,39084288,12895667,0,3131192.5,28704912,186,257.9674377,0.683839738,24736496,43.09226608,6681383168
3506.814453,6872252928,39096756,12881906,0,3131192.5,28758378,186,257.9594727,0.683560491,24761248,43.13538361,6833156172
3506.567871,7078212608,39127920,12872496,0,3131192.5,28830912,186,257.9508667,0.683280647,24794870,43.19395447,7039084688
3505.32251,7078212608,39195780,0,6815.208496,3226605.5,28894348,186,257.9501343,0.683336496,24824266,43.24516296,7039016828
3506.131592,7078212608,39308548,0,6835.13916,3438494.75,29034564,186,257.9306946,0.682656944,24889448,43.35871506,7038904060
3506.066895,7078212608,39364960,0,6830.671387,3486309.5,29066212,186,257.9266663,0.682521284,24904168,43.38435745,7038847648
3506.071777,7078212608,39425196,0,6829.36084,3605823.5,29145278,186,257.9202881,0.682299316,24940984,43.44849396,7038787412
3506.073242,7078212608,39442124,0,6826.931152,3643371.5,29170120,186,257.9169922,0.682188332,24952556,43.46865463,7038770484
3506.091553,7078212608,39484476,0,6825.883301,3737227.25,29232172,186,257.9092712,0.681931555,24981500,43.51907349,7038728132
3506.118408,7078212608,39542104,0,6823.253418,3745756.25,29237814,186,257.9086304,0.681909084,24984130,43.52365494,7038670504
3506.263184,7142624768,39647904,12882406,0,3745756.25,29260368,186,257.9059448,0.681815624,24994658,43.541996,7102976864
3506.681885,7284061184,39678144,12857836,0,3745756.25,29309960,186,257.8986816,0.681533098,25017832,43.58236694,7244383040
